originator_address,loan_class,loan_count,volume_usd,share_of_originator_volume,period
pb1t8e7n3dd5hd0rcwc33sqjwkrwh52qxylw8hvkl,Other,8,170086.31,0.11262850748501503,all_time
pb1t8e7n3dd5hd0rcwc33sqjwkrwh52qxylw8hvkl,HELOC/Property-Secured,8,153376.47,0.10156351148672803,all_time
pb1tntasskkhfuaeataw3qj6ed7u4gmlcxz69tppu,Unknown,39,561038.6,0.7140944930466937,all_time
pb1tntasskkhfuaeataw3qj6ed7u4gmlcxz69tppu,Other,13,126686.29000000001,0.16124734026057463,all_time
pb1tntasskkhfuaeataw3qj6ed7u4gmlcxz69tppu,HELOC/Property-Secured,22,97939.48000000001,0.12465816669273166,all_time
pb1ucm247a2w2wwkfkck2j83mgle05959r3a39s96,Unknown,6,403188.0,1.0,all_time
pb1ucm247a2w2wwkfkck2j83mgle05959r3a39s96,HELOC/Property-Secured,1,,0.0,all_time
pb1urn5mj5trz3m24qf8fj73udy55gla6eunt4ha4,Unknown,32,990680.0800000001,0.7629163362516131,all_time
pb1urn5mj5trz3m24qf8fj73udy55gla6eunt4ha4,HELOC/Property-Secured,25,307863.46,0.2370836637483869,all_time
pb1urn5mj5trz3m24qf8fj73udy55gla6eunt4ha4,Other,11,,0.0,all_time
pb1v3uda8qgxv69tx6wclsp0jn4n8xxa5h7gpt2jp,Unknown,127,4788519.03,0.7744368442907426,all_time
pb1v3uda8qgxv69tx6wclsp0jn4n8xxa5h7gpt2jp,Other,52,757347.26,0.12248413724412838,all_time
pb1v3uda8qgxv69tx6wclsp0jn4n8xxa5h7gpt2jp,HELOC/Property-Secured,51,637361.0,0.10307901846512907,all_time
pb1vcvv37pka8nyk2q3lkxz56c3ljeu4p7nkd2mdt,HELOC/Property-Secured,7,484709.12,0.6370580317272325,all_time
pb1vcvv37pka8nyk2q3lkxz56c3ljeu4p7nkd2mdt,Unknown,12,276146.4,0.3629419682727675,all_time
pb1vcvv37pka8nyk2q3lkxz56c3ljeu4p7nkd2mdt,Other,4,,0.0,all_time
pb1vfx4xuhvynkrw583hw9t799e4hgez2mh04psmv,Unknown,238,1884224.25,0.6271467191898336,all_time
